弹幕,重复次数
《背书》,3.0
就不该让日本搞核电站,3.0
勿谓言之不预也！,3.0
希望大家认识到严重性。一句话概括最恐怖的事实：以后凡是跟水有关的都有放射性物质，且致癌率逐年翻倍，直到你，你的爱人，家人得病而死，无法善终！这不是危言耸听，是真的有可能发生！！！！,3.0
请支持投放的人，一个人喝一杯,3.0
希望新海诚能出一篇有关核污染水的电影,3.0
让更多的人看到,3.0
小鬼子坏透了,3.0
《花费最低》,3.0
《说不好这东西》,3.0
小鬼子作孽啊,3.0
小鬼子一肚子的坏水,3.0
请诸位记住这两个台风的名字“苏拉”“达维”因为它们是用实际行动阻止小日子排核污水的先行者,3.0
《绝   不   将   核   污   染   水  排  放  到 大  海》,3.0
《百氚东到海，核时辐西归》,3.0
干得漂亮！,3.0
年轻人要上班吧,3.0
贱,3.0
《核    必   扩   散   条   约》,3.0
《地球重启计划》,3.0
千古罪人！,3.0
《有益》,3.0
【称【【称,3.0
小日子必遭天灾！,3.0
】【称,3.0
《来骗，来，偷袭》,3.0
说的太仁慈了,3.0
《核   必   扩   散   条   约》,3.0
小日子真想造他们的爷爷:哥斯拉啊,3.0
说有什么用，打啊​,3.0
《氘天使》,3.0
责任，这些狗东西回负责人吗？让他们付出代价吧……,3.0
小日子干的漂亮,3.0
卑鄙的小日子一个弹丸之地，竟然妄想瞒天过海欺骗全世界！,3.0
应该翻译成多国语言全球转发,3.0
卧槽哈哈哈,3.0
别在网上说了，干它娘的日本,3.0
《有抑》,3.0
《处理》,3.0
《多次发生泄漏事件》=《多次人为泄露》,3.0
应该更早的阻止日本，使核污水更少的排放到海里,3.0
谁来代天执法？？,3.0
《日 本 辐 岛》,3.0
广岛，长崎不能放吗,3.0
应该做个海外版,3.0
《需要更大工作量》,3.0
已经结束咧！,3.0
《青年大学习》,3.0
到时候三体人来了也打不过地球生物,3.0
《日本首相》,3.0
十多年，怕是已经骗了半个世纪了,3.0
已经十二年了,3.0
《是故意的还是不小心的》,3.0
见证历史了,3.0
谁说喝了有益，让它们直播随机开罐喝十八升我们就信～,3.0
已经偷排十年,3.0
谢长廷还有破腹传统？,3.0
十年啊！！！那可能已经偷偷排了十年啊！,3.0
尼尔,3.0
好活,3.0
赶紧用武力阻止吧，不要让结果无法挽回了,3.0
那时我才4岁,3.0
都有问题,3.0
坚决抵制日本排放核污染水！！！,3.0
都是老同志啊 .......,3.0
都是老人，挺心酸的,3.0
可笑的军国主义与可笑的躬匠精神,3.0
都是老人，年轻人基本都被洗脑了,3.0
可是，我们能做什么呢？已经排到大海里了,3.0
都是甲级战犯,3.0
5就是切尔诺贝利的做法吧，成本也没多高，并且不会被人诟病,3.0
都收藏下载，记录日本的恶行,3.0
都可以当电影播了,3.0
6.俄罗斯提出的氢弹计划,3.0
6.喝了,3.0
65式瞩目,3.0
可惜日本政府从不承担任何责任,3.0
那时我才四岁,3.0
那时我才八岁,3.0
都没有年轻人  唉,3.0
50000000,3.0
重金求来的,3.0
叶文杰：爷来,3.0
地球可以没有日本！！但绝对不能没有海洋！！,3.0
阿古茹表示，好好的家没了,3.0
防骗金字塔附体！,3.0
地球在哭泣！！！,3.0
叶文洁是对的,3.0
地球文明，毁于公元2023年8月24日。可以向外星人发射信息了，反正后代也生存不了了,3.0
地球死刑犯,3.0
地球的千古罪人,3.0
钱给够了,3.0
311地震,3.0
长得鬼迷日眼的,3.0
地球补完计划,3.0
地震十年无人问，一朝排放天下知,3.0
台湾不是有4000万吗？,3.0
坏了Eva,3.0
坐忘道,3.0
那时我才两岁,3.0
那年我才7岁啊,3.0
地球以后还有历史吗？,3.0
8.24   2024！,3.0
逆天剪辑,3.0
EVA原来是遇见了未来的,3.0
送您上热门！！！,3.0
可以饮用，你咋不留着自己喝呢,3.0
退一万步可以饮用是对人类而言的，但是对自然环境无疑是毁灭性的打击,3.0
可以饮用（喝了会不会死人不确定）,3.0
迪迦,3.0
EVA味太冲了,3.0
可以饮用那就接入他们的饮用水管道啊！！！,3.0
可以饮用你还排海干嘛 直接接你们家自来水管上啊,3.0
可以饮用你自己不喝？？信求,3.0
EVA字体好评,3.0
EVA属于是预告片了,3.0
可以饮用你吗，直接给你日本祖坟喝,3.0
可以饮用为啥不直接接入日本本地民用商用啊？？,3.0
可以饮用个屁啊！,3.0
可以饮用。。怎么自己不喝。。,3.0
大伊万呢？救一下啊！,3.0
CTMD,3.0
"C,可以饮用，他们怎么不用呢",3.0
@,3.0
垃圾玩意,3.0
8.24不能忘!,3.0
8.24世界海洋灾难日,3.0
8.24，国际海洋灾难日,3.0
8月15日本投降日，8月24地球环境灾难日,3.0
8月25日，日本核污染水排海,3.0
那你怎么不自己喝掉,3.0
@09,3.0
可以饮用，干嘛不直接喝？呵呵,3.0
夏威夷山火还说已100%控制了,3.0
外国很少报道日本排核污水入海,3.0
那个白色的牌子 对他们的祝福很贴切,3.0
那个堆其实根本就是为了在沙漠里建造而设计的,3.0
BGM对了,3.0
多年后，日本肯定会为排核污水推卸责任,3.0
可以饮用？ 那你怎么不自己喝呢 一亿多日本人 每个人一天喝一斤 一两周就喝完了 这很难嘛？！？！,3.0
30年以后，日本说没有这回事,3.0
地球之癌 日本,3.0
卧槽，刚看见一个视频，孩子六岁以前很健康，突然基因变异，需要骨髓移植，不会是……,3.0
啊，13年就排了！！！！！！,3.0
骨头哥vs白夜,3.0
骗，偷袭,3.0
骗子！！！！！！！,3.0
哈哈哈哈哈eva配乐还是顶,3.0
100年也排不完,3.0
骗别人之前要先把自己给骗到,3.0
骗,3.0
10年前啊,3.0
哇，这个视频的质量真的高的离谱啊,3.0
哇，弹幕好多初中生！未来还是有希望的,3.0
15000,3.0
马户的兄弟马扁,3.0
马上初号机就要登场了,3.0
騙す,3.0
馬鹿者,3.0
首相使徒,3.0
啊啊啊啊啊啊玛德,3.0
高产,3.0
哪里有泄露？明明是故意,3.0
哪有奥特曼，只会出现怪兽,3.0
（可以引用）,3.0
  你几个ban,3.0
 l,3.0
哥斯拉:谢谢款待,3.0
哥斯拉の小曲,3.0
 地球上已经放不下一张安静的书桌了!！,3.0
哥斯拉不太可能，核辐射都破坏dna以后产出来的都是畸形的，像哥斯拉那么帅的还是想想吧,3.0
''可以饮用''得加引号,3.0
＄b,3.0
哥斯拉：没有的事,3.0
0,3.0
哥斯拉真要来了,3.0
哥斯拉第一个踏平日本,3.0
哟！EVA,3.0
0号姬申请出战,3.0
哥斯拉：喝不完 根本喝不完,3.0
哥斯拉：喝饱了,3.0
啊啊啊啊啊，好生气啊，但是又无能为力,3.0
啊，我还不想死,3.0
地球不能没有海洋，但是可以没有日本,3.0
预计要排海，30年-50年,3.0
靠了！！！！！！！！,3.0
277人和我一起看！！,3.0
国际原子能机构解散得了，还收受贿赂！,3.0
国际原子能机构：我的名字就那么不值钱吗,3.0
国际机构强制接管核污染处理，花费强制让鬼子出。,3.0
在他们眼了钱才是第一位，他们才不管什么危害有多大，最多总会汇聚成《十分抱歉我们也无能为力，并鞠躬》,3.0
震惊！日本将大量饮用水排入海洋,3.0
在排着在排着，还在排着呢,3.0
难道就没有什么办法阻止他们排放？,3.0
难怪硬要排海，原来已经偷排了很多年了,3.0
难怪奥特曼是日本的,3.0
地球online甲级战犯,3.0
隠す,3.0
隠されたこの事件,3.0
3.11细节,3.0
除了4和5前面3个有区别吗,3.0
降临派能不能赶紧降临,3.0
固态埋入地下,3.0
鞠躬就完事了,3.0
鞠躬至萎,3.0
味对了,3.0
啊，那时我才三岁！！！！,3.0
命运的齿轮,3.0
呼叫迪迦！！,3.0
音 容 宛 在,3.0
嗯，猜到了,3.0
四台核电站全炸啊！可不是切尔诺贝利一台机组日本这tm是四台,3.0
呵呵 都是日本的骗局 抵制！！！！！！！,3.0
因为可以饮用所以排海？逻辑感人,3.0
固态化相对合理吧,3.0
味太冲了,3.0
因为排海最便宜。。。,3.0
因为没有人去负责没有人愿意花钱处理只有骗,3.0
234和1还是有区别的，排入大海是最省钱的,3.0
吴早泄、泻肠停。哈哈哈,3.0
启动机甲猎人计划！,3.0
24号排放，25号早上日本附近海域地震，大自然的怒吼！,3.0
这马户,3.0
EVA既视感,3.0
EVA燃起来了,3.0
还在保护海洋 日本要是加热排在北回归线 海水蒸发直接吹到中国降雨 它排在自己海域？我不信,3.0
字体排版有内味了,3.0
还有高手？,3.0
宁愿花大量公关费  也不想处理核污染水  这就是日本的天性,3.0
它们缺德！,3.0
《 5 0 死 侍 》,3.0
还是腰斩接地气,3.0
《 氚 天 使 》,3.0
《2023之福岛危机》,3.0
《2023：辐射纪元》,3.0
它们需要承担的责任还少少少少少吗？,3.0
它才是最大的使徒,3.0
《》辐岛《》,3.0
它的承诺本来也不值钱啊,3.0
还我海洋，日本鬼子,3.0
它该受到大自然的惩罚,3.0
《上春晚》,3.0
原来，1995年的EVA 是 2023年的预告片,3.0
。。。。,3.0
反人类罪 译名为危害人类罪,3.0
还能有历史吗,3.0
反对日本排核污水到海里，拯救世界生命,3.0
这个是机构否认自己有权力直接排海，但没有否认得到的数据……,3.0
“人 类 补 完 计 划”,3.0
好魔幻的脑回路，小日子这个民族能存在得感恩他们住岛上,3.0
反正从美国多年前就开始减少日本水产品进口，就必然已经偷偷开始排放了,3.0
如果不是因为他们的愚蠢极致，日本永远不会因为他们而改变,3.0
如果刚开始不提出排海的方案会不会就没事了？,3.0
如果我没记错，日本应该是个发达国家吧？好搞笑，呵呵呵,3.0
如果真的可以饮用，那你们自己喝了不行吗,3.0
还要排三十年,3.0
这不是嫁接给全人类来埋单，这其实是叫全人类来陪葬啊！！！,3.0
… ，吗。 ,3.0
这下真就Eva了，庵野秀明大神快再出两部,3.0
这一次，请强硬一点！,3.0
▉▉▉▉▉▉▉▉▉▉警告▉▉▉放射能汚染水▉▉▉襲来！▉▉▉▉▉▉▉▉▉▉,3.0
▉▉▉▉▉▉▉▉▉▉警告：放射能汚染水 襲来！▉▉▉▉▉▉▉▉▉▉,3.0
◣◥◣◥DRANGR◣◥◣◥非常事态◣◥◣◥DRANGR◣◥◣◥◣◥◣◥DRANGR◣◥◣◥非常事态◣◥◣◥DRANGR◣◥◣◥◣◥◣◥DRANGR◣◥◣◥非常事态◣◥◣◥DRANGR◣◥◣◥◣◥◣◥,3.0
原来那么早就已经,3.0
原来排海早就开始了,3.0
大哥嗓子有点儿哑了,3.0
还不至于说保护地球的话 地球在我们没在的时候就经历了这么多危险的事情应该是保护我们自己,3.0
原子能机构报告把自己撇得一干二净,3.0
辐如东海,3.0
辐 氘,3.0
转发！,3.0
转发给更多人看，让世人明白日本是个什么东西！,3.0
历史责任是什么责任,3.0
历史罪人,3.0
躬匠！红豆泥斯密马赛！咔擦咔擦！,3.0
《使徒入侵》,3.0
历史将在此刻改变,3.0
历史会记住小日子这一笔,3.0
踏平,3.0
历史会记住它们,3.0
《切贝尔再世》,3.0
跟日本在同一个星球挺无语的,3.0
小人之心难防啊!,3.0
小别致，长得真东西，吓我一跳,3.0
原子能机构贿金到账,3.0
辐射来袭！！！,3.0
富士山富哥，该你动动了！,3.0
《人类清除计划》,3.0
原来已经排了10年了。,3.0
《不小心》,3.0
返生物罪！！！,3.0
原来已经十年了？,3.0
《亚洲之光》,3.0
《人类完蛋计划》,3.0
《人类核补完计划》,3.0
《人类清除计划之排放核污水计划》,3.0
辐岛啊,3.0
原来一直偷排了10几年，现在是光明正大的排放,3.0
《人类终结计划》,3.0
家里的盐已经涨价了,3.0
《人类骗完计划》,3.0
辛苦了都是老人,3.0
原来eva真的是纪实动漫,3.0
辐岛～,3.0
这个标语哈哈哈哈哈哈,3.0
​水是剧毒​的——《三体》​,3.0
«补完»,3.0
这个真有可能是美帝的阴谋,3.0
这算不算发动全球核打击？,3.0
可以引用为啥你们日本人男女老少不用来喝啊，喝个痛快！,3.0
这种畜牲你能信他30年？,3.0
大片,3.0
大片直接全球公映沉浸体验，NND,3.0
可代价将是所有地球生命为之买单……,3.0
这滤镜对味了！！,3.0
天道好轮回,3.0
eto理念没啥问题,3.0
太可恶了,3.0
eto魔怔人收味吧，扩大矛盾有一手，即使是在玩梗,3.0
这是第二次冲击吗,3.0
太可恶了！,3.0
eva…..,3.0
eva味好冲,3.0
太平洋又不是他日本一个国家的,3.0
这是战争行为！,3.0
这算什么？二战时期遭原子弹炸了，都觉得无所谓了,3.0
bgm响起来头皮发麻,3.0
大核冥族,3.0
LCL,3.0
EVA的bgm，更显得这件事魔幻了,3.0
大型热门电影《小日子灭亡记》即将上映,3.0
大家一起接受补完，变成橙汁吧。。。,3.0
大家一起来补完,3.0
这这这，不是奥特曼的开头剧情吗，,3.0
可以饮用,3.0
Eva！！！！红海！,3.0
NND甲级战犯,3.0
大搜查线BGM,3.0
TNND为什么不喝，喝呀，喝！,3.0
大家不要混淆“冷却用水”和“被芯堆泄露污染的水”！！！日本外务省刚刚拨的资金这就用上了！不要被误导！！！擦亮眼睛！！！！国家有难！！这事情真的很严重！！ ,3.0
That‘s a murder！！！,3.0
可以饮nm！,3.0
大家怎么还不肝出一个危险流浪者,3.0
UP主剪的好,3.0
可以电解水回收氘氚啊,3.0
eva字体就很形象,3.0
只有固化才是最大限度降低危害的办法,3.0
这是奥特曼的片头吗？,3.0
tui,3.0
变成水蒸气排入大气就没危害了？,3.0
好像我们从来都不能期待他们会负责任,3.0
这人好丑,3.0
这些有的可能都是以前地下党的后辈们,3.0
piqan,3.0
这么早就开始了！,3.0
好想呼叫三体人,3.0
好无力,3.0
奸商逐利行为,3.0
wcwc，怎么回事？一看到这种字体就开始起鸡皮疙瘩,3.0
初号机直接干,3.0
好活儿当赏,3.0
发对日本排放核污水,3.0
zz。,3.0
反正日本的所有东西都不会再买了，污染源,3.0
这个色调很好，以后继续用,3.0
这味道,3.0
奥特曼片头曲感觉,3.0
这是多么荒谬的世界。人类挺过了两次世界大战，如今又要再次上演手足相残，慢性自杀的戏码——这一切，都是因为一个政府的自暴自弃，因其唯恐天下不乱，因其奴颜媚骨，因其反人类的谋杀！,3.0
太离谱了,3.0
这是地球的第几冲？！,3.0
这是国际原子能机构作出的最优解，不是什么最方便……,3.0
eva的世界末日怪物来临感,3.0
eva的味...有了！！！！,3.0
eva的感觉来了,3.0
eva罪不至此,3.0
eva风评被害,3.0
只是“不小心”泄露啦,3.0
这小子的狼子野心，几百年前到现在都还没有消散,3.0
这归谁管,3.0
这张脸一看就是个坏人,3.0
这幕最经典，他放到嘴边闻了闻，最后还给工作人员了,3.0
这尼玛过分了，不说有害就算了，还说有益，那剩下的也别到了，全给他喝了,3.0
hlm 了， 吧了， n  。,3.0
how  dare  you,3.0
jian!,3.0
开局滤镜，有点意思,3.0
惯犯,3.0
要不剪个日文版放外面？,3.0
日本对我们宣战了！！！,3.0
使徒來襲,3.0
日本军国主义，去洗吧！！！,3.0
日本动承诺,3.0
日本变态政府反人类,3.0
日本只是日本高层的日本，不是日本民众的日本。,3.0
使徒の小曲,3.0
环保少女已经跪舔了,3.0
环保少女已经换赛道了,3.0
使徒、来袭,3.0
环保少女就一下啊,3.0
环保少女呢？,3.0
日本和美国，这父子俩，世界的毒瘤,3.0
使  徒 照  片,3.0
环保少女不打逆风局,3.0
玩男枪，别玩炸弹人，男枪稳定输出,3.0
玛德，和这种人在一个星球真的很无助,3.0
猜对了，保护海洋用得着骗吗？,3.0
猜对了！,3.0
猜对了,3.0
使徒哪来，樱花国来的,3.0
现在不也报废?,3.0
日本你在干什么,3.0
现在才说这个早就晚了，核污染水排放的大头在刚发生核泄漏的那几天几个月。就日本人那个尿性，平时也没少偷偷排。,3.0
日本人民是最急最愤怒的，因为他们会第一个受到影响,3.0
日本人的承诺最不可信,3.0
现在的营销号已经赢了，把一个能不能的问题，转变成了好不好，甚至部分已经开始导向比大部分国家都好了，太恐怖了！,3.0
日本人真的没有人性可言,3.0
使徒，袭来！,3.0
现在是保护人类，地球真的不在乎,3.0
现在时间--辐射纪元1年,3.0
日本人自己作的，别扯上全人类,3.0
使徒照片,3.0
日本何时担当过责任？,3.0
使徒来袭！,3.0
日本人：我没亩，没办法,3.0
现在大家都是叶文洁了,3.0
日本什么时候沉没,3.0
日本从历史的长河中来看，一直不是什么好角色,3.0
使徒来袭...,3.0
使徒来了,3.0
日本传统了,3.0
日本对我们宣战了！反制啊上氢弹啊！,3.0
日本对我们宣战了！！！！,3.0
日本是在培育族群的抗辐射基因么？成功了准备用核武器毁灭其他人类？,3.0
日本就是不敢承认自己的罪行！,3.0
热度上去！！！,3.0
日本政府的嘴脸，80年来，从未变过。,3.0
点赞让更多的人看见！,3.0
点赞必须滴,3.0
点赞保护,3.0
日本政府的承诺还不如我放的一个屁有声响,3.0
日本政府的承诺？我不想爆粗口,3.0
了解,3.0
事到如今才明白曼多拉原来是对的,3.0
灾难从未开始，只因它从未结束,3.0
日本政府的行为是对人类和生态系统的破坏！,3.0
日本政府骗世界已经快一百年了,3.0
你的承诺一文不值！,3.0
潭主是懂EVA的,3.0
二号机给我启动,3.0
你猜猜这泄露是故意的还是不小心的,3.0
漫画海贼王都已经剧透了，这个事情早就有的了,3.0
二战不也骗，老操作了，输不起,3.0
漏,3.0
日本政府没有下线,3.0
热度快上去啊！！！,3.0
日本政府根本不把他们以外的人当人,3.0
日本排海，普里戈任，为美大选排除干扰？,3.0
狗的承诺能当真？,3.0
日本就是世界的毒瘤,3.0
乆乆乆↑,3.0
犯我中华者，虽远必诛！,3.0
日本已经向全球宣战！向海洋排放核污水，就等于向沿海国家发射核武器，首开战争挑衅！​,3.0
日本很自私的 ,3.0
之前的承诺 现在变成了不顾死活,3.0
日本承担不起历史责任，一直如此,3.0
日本排海，普里戈任，为美大选除干扰？,3.0
热泪盈眶,3.0
也就是说日本渔业组织已经理解了反抗无用,3.0
你自己喝！！！！！！,3.0
然并卵,3.0
日本政府以及背后的势力不配存在,3.0
日本政府去喝吧，使劲喝,3.0
日本政府它拿什么来负责？这根本就是蓄谋已久的报复，简直丧尽天良,3.0
也许是日本已经变异了不是人类,3.0
热门！！！！！！！！,3.0
日本人每人每天喝一斤，几个月就能喝完。,3.0
日本人想补全得很,3.0
日本人在想什么！,3.0
理解叶文洁，成为叶文洁,3.0
东电！！！！！！！！,3.0
看的心梗,3.0
挑战全人类,3.0
看来人类补全计划开始了,3.0
看我闪电五连鞭,3.0
两后年才开始…………6,3.0
保护海洋！保护海洋！保护海洋,3.0
换黑白照，没开玩笑,3.0
看他们的年纪，你们就知道台湾是什么心态了。,3.0
保护海洋！保护地球！！,3.0
排海是成本最低的对鬼子来说,3.0
省得他祸害人,3.0
掩耳盗铃，自毁世间,3.0
支持支持,3.0
直接上青大,3.0
支持！同志们！,3.0
改名叫“辐氘”吧,3.0
中评，，只是中文版,3.0
保护海洋!!!坚决抵制日本排放核污水!!!保护地球保护海洋!!!![笑哭]​,3.0
保护海洋！守护我们唯一的家园！,3.0
看策划,3.0
东电那偷工减料的防波堤坝,3.0
拉著全人類下地獄是吧,3.0
世界末日即视感,3.0
保护海洋！！！！！！！！！！！！！！,3.0
世界毒瘤！,3.0
真没必要啊 老人家注意身体,3.0
世界的罪人就该绳之以法！,3.0
保护海洋！！！！义不容辞！,3.0
抵制！！！！,3.0
东京电力公司全部掉路灯上，路灯不够的话还可以考虑断头台！！！！,3.0
真就人类补完计划,3.0
看这这些人真的很心疼,3.0
东京需要补完一下，要是补不完，就全岛都补,3.0
东凤快递，日本加急,3.0
东奥开幕式将成现实,3.0
东瀛禽兽 人类之敌,3.0
招核男儿,3.0
真EVA了,3.0
东电现在是华尔街控股,3.0
看青年,3.0
为了人类的未来，为了自然的未来，全人类必须联合起来，共同抵抗这次危机，为了我们赖以生存的家园，加油,3.0
政治老师推荐来的,3.0
故意泄漏的吧,3.0
日本不是丧失理性，而是丧失人性,3.0
日本700亿公关费比处理核污水费用还高 拿这个钱去处理核污水不好吗,3.0
甲级战犯！,3.0
甲级战犯遗照,3.0
甲 级 战 犯,3.0
甲   级   战   犯,3.0
日本bisi,3.0
保护地球保护海洋！！！！！,3.0
日本不作为！！！！！,3.0
日本不是岛国吗？排海难道对他们没有影响？还是说他们研究出了相关的药类？搞笑,3.0
电解处理是一般做法，根本没考虑,3.0
为什么要保护这个公司 破产不行吗,3.0
为什么还有日本这个东西的存在,3.0
生畜是本日,3.0
日本人 自己不想死 是要拉全世界一起陪葬,3.0
日本人以后可能就不是人了,3.0
生不逢时,3.0
日本人出名的虚伪，表面笑嘻嘻，其实一肚子坏水,3.0
甚至bgm都对味了…所以是第四次冲击是吗哈哈哈哈,3.0
日本/霉国鬼子，不是人类，是类人,3.0
要不众筹干掉那些罪魁祸首，虽然有点极端，但是对不干人事的牲口很合理,3.0
百氚东到海，何时上西天,3.0
新世纪辐音战士,3.0
故意泄露,3.0
百氚东倒海，何时赴西归,3.0
整整130万吨，不敢想是什么概念。,3.0
文明的代价就是不能给他两个大苹果么,3.0
新 世 纪 辐 射 战 士,3.0
新世纪“福岛核危机”,3.0
新世纪排污,3.0
新世纪辐铟战士,3.0
保护地球，保护海洋！！！保护地球，保护海洋！！！保护地球，保护海洋！！！,3.0
电解排放对环境是相对友好的吧可是因为成本太高了日本不愿意,3.0
无论怎么变，地球的物质依然存在，我们要维护的是属于人类的自然,3.0
疑惑曼多拉 理解曼多拉 成为曼多拉,3.0
为什么有日本这个国家,3.0
日——本——啊，创造——神话—吧！,3.0
日军侵华投降后不也没受到太大伤害吗？降前的蘑菇蛋可以再喂几次,3.0
为什么没有年轻人？,3.0
为什么没有氢弹,3.0
日寇这个词很好,3.0
你猜他为什么叫“污水”？,3.0
满门抄斩！,3.0
世界属于三体,3.0
他们认为鞠躬能够解决问题。,3.0
有股eva的味,3.0
有辐同享，铀难同当,3.0
从来都是那么反人类,3.0
没一个年轻人,3.0
从此哥斯拉不是梦 ,3.0
从没想过eva的bgm这么合适,3.0
他付得起吗？！,3.0
他们到底想干嘛,3.0
永远记住8.24！,3.0
他们处理了十一年都没有处理完吗？（或者很棘手？）,3.0
水蒸气蒸发的基本只有氚和氘，相对来说好一点点,3.0
水蒸气方案是浓缩吧，应该没有问题,3.0
水蒸气排入大气最多也只会剩下氕氘氚和一些轻原子，大部分危害性最强的放射性重金属核素不会拍入大气的，比排海好多了,3.0
水蒸气就挺好的啊，放射性的重元素都会留下吧，只有氕氘氚之类的会残留,3.0
水蒸气和排海这两个都有问题啊,3.0
他们承担不起,3.0
他们承担的历史责任还不够多吗,3.0
水循环：6,3.0
有钱洗白，没钱处理,3.0
有益的怎么不自己喝,3.0
有的时候和日本鬼子同处一个地球挺无助的……,3.0
伊文斯 求你《救救》日本！,3.0
有点那味了,3.0
有你是我的福氚,3.0
没有责任心，没有担当的小人嘴脸。,3.0
没有用，用统一威胁这些人，这些人就会闭嘴,3.0
什么？！！13年就偷偷排了,3.0
没有历史了。,3.0
有本事你喝啊！！！,3.0
有没有一种可能 ，小日子之所以建核电站，就是为了出“意外”,3.0
没必要存在了，反正这个民族也不会为自己犯得错道歉,3.0
有点霍元甲和陈真那味儿了！,3.0
众多电子宠物正在路上，大家警惕,3.0
没喝,3.0
众筹一颗青蛋做无害化处理！,3.0
今天是不是就排放了三百吨,3.0
有生之年居然能见到哥斯拉,3.0
没准再过几年人类就造出EVA了,3.0
众所周知，日本发明了最先进的核污染处理技术，世界应该向日本学习,3.0
今年CS2不出一张福岛地图我不是很理解。,3.0
众所周知， 日本发明了最先进的核污染水处理技术，世界应该向日本学习,3.0
氪缢铟銿,3.0
他们说可以饮用就可以吗排了吗？弥天大谎居然毫无压力,3.0
人为灾难,3.0
氢弹即正义 火焰才能进化一切 期待富士山的苏醒,3.0
每天300吨，妈耶,3.0
每天 30万kg 触目惊心,3.0
柴静你死哪里去了,3.0
每人100万欧元买来的,3.0
柴静呢？,3.0
核使徒、来袭,3.0
他都直接承认了，就是嫌有成本,3.0
令人作呕,3.0
核时复西归？,3.0
核水、来袭（EVA狂喜）,3.0
核污染水其实早已遍布整个太平洋，只是这次变成明目张胆了,3.0
以史为鉴，我感觉他绝对会在未来再次偷换概念、篡改历史，毕竟已经有“二战”的先例了,3.0
此时此刻，无比理解叶文洁……,3.0
此时有人抢盐，现在还有人抢,3.0
核污水啊！！！不是废水,3.0
以后就是为水资源打仗了,3.0
以后人们真该有一个思想钢印:水是剧毒,3.0
欧美普通人居然不知道日本排放核污水入海！,3.0
梦回招核,3.0
每天三千克就已经够触目惊心了,3.0
果然！,3.0
每天！300吨！？,3.0
来了！！！！,3.0
本来三级的事件，硬生生被拖成了七级,3.0
以后的日子,3.0
杀！！！！！！！,3.0
他凭什么排进世界的太平洋,3.0
氚对人体的影响比其他的低一点点,3.0
氚天使,3.0
氘氚重氢都以水的形式在核污染水里，也参与大气循环,3.0
他可恶了,3.0
气死了,3.0
果然在偷偷排,3.0
气愤而悲伤,3.0
民众要求尊老爱幼,3.0
他奶奶的，为什么不喝？喝！喝！,3.0
以后的大海可能真的是EVA里的红海了,3.0
来骗，来偷袭,3.0
来！骗！来！偷吸！,3.0
来，骗！来，偷袭！,3.0
東宝,3.0
什么时候出动EVA,3.0
没用的，你们自己用选票选出来的美国的一条狗,3.0
什么新世纪辐射战士,3.0
有个模拟视频做的跟二冲一样,3.0
日本鬼子从来没有消失，它们一直都在！！！,3.0
日本鬼子的承诺一文不值,3.0
日本鬼子的本性,3.0
日本鬼子还是不改,3.0
何为文明？,3.0
人类将会自我灭亡 地球终会自我净化,3.0
人类才是最逆天的使徒,3.0
海洋补完计划,3.0
海洋生物可怜,3.0
海洋母亲开始走向死亡,3.0
海洋是鱼类的,3.0
日本：海纳百钏，辐如东海,3.0
海洋属于大家,3.0
日本？承担历史责任？笑死人了,3.0
海洋从不是日本的垃圾桶，世界从不应该买单日本行为,3.0
海洋之光，阿古茹出来吧，快来阻止他!,3.0
但， 倭寇 什么时候承担过历史责任？ 洗洗睡吧， 你没辙,3.0
人类文明的毒瘤,3.0
早就已经泄露了,3.0
日本马桶水干净的都能喝！,3.0
日本需要更多的山上彻也！！,3.0
日本还一直妄想成为政治大国,3.0
日本真是宦官不叫宦官--太贱,3.0
滚出地球！！！！,3.0
人太少了吧？？,3.0
你挑的嘛，偶像,3.0
日本电影就是这个风格,3.0
日本的丑恶的嘴脸已经看够了！,3.0
日本的行为会让全世界为它买单,3.0
清醒！,3.0
清算！,3.0
日本纯坏,3.0
日本要吃红烧哥斯拉 ,3.0
消灭日本军国主义,3.0
人类不能没有海洋，但可以没有日本,3.0
日本能不能自己单独一个星球,3.0
消灭人类暴政，世界属于三体！,3.0
日本自己单独一个地球，没开玩笑,3.0
消灭人类暴政，世界属于三体,3.0
消灭人类暴政！世界属于三体！,3.0
消灭人类暴政世界属于三体！！！！,3.0
人类有救，但日本政府和东电高层已经不能称之为人了,3.0
人类橙汁计划,3.0
海在十年前就已经被核污染了 但是福岛还有更多,3.0
最左边的牌子哈哈哈,3.0
人类辐完计划,3.0
曾老说了，2025年的难关要是度不过去，人类就完蛋了,3.0
估计早就偷摸的排了，想加量，又怕被人发现，反正瞒不住就明着来呗,3.0
最合适的一集,3.0
最后是染色体的形状泪目,3.0
人类，核战争，开始了,3.0
最大的愿望从自由变成了活着,3.0
人造灾难,3.0
最正义的一集,3.0
普通语言:我嫌麻烦花我钱了,3.0
泄漏还是双引号,3.0
最真实的一集,3.0
最终没喝,3.0
沿海地区灾难,3.0
最近Eva 风格的新闻莫名和核污水联系在一起了,3.0
什么事只要跟美国扯上关系它就永远不会有好结果,3.0
有一个年轻人,3.0
有个大叔带着65式军帽,3.0
曲子正确,3.0
是隐瞒！是欺骗！是侮辱！,3.0
明明可以向其他国家寻求帮助,3.0
是啊！全是老人！要保年轻人，一生很漫长…流浪地球2,3.0
明明是“辐岛”,3.0
昨天还特喵的直播这个小日子。,3.0
